id,F09_IT_Surv_noedge_mean,F09_SW_Surv_noedge_mean,F10_IT_Surv_noedge_mean,F10_SW_Surv_noedge_mean,F11_IT_Surv_noedge_mean,F11_SW_Surv_noedge_mean,F09_IT_NFrFrPr_noedge_mean,F09_SW_NFrFrPr_noedge_mean,F10_IT_NFrFrPr_noedge_mean,F10_SW_NFrFrPr_noedge_mean,F11_IT_NFrFrPr_noedge_mean,F11_SW_NFrFrPr_noedge_mean
349,0.823529412,1,0.555555556,0.222222222,0.722222222,0.5,11.78571429,17.78571429,16,66,12.53846154,46.55555556
351,0.944444444,1,0.777777778,0.333333333,0.944444444,0.555555556,14.64705882,10.76470588,8.785714286,29.5,7.764705882,27.2
356,1,0.933333333,0.777777778,0.722222222,0.833333333,0.611111111,10.3125,13.78571429,6.071428571,32.30769231,8.266666667,20.45454545
357,1,0.875,0.823529412,0.277777778,0.777777778,0.611111111,8.5625,12.57142857,9.384615385,38,7.357142857,24.63636364
358,1,1,0.444444444,0.388888889,0.944444444,0.833333333,11.57894737,12.73684211,10.25,36,10.11764706,36.13333333
360,1,1,0.666666667,0.444444444,0.944444444,0.777777778,12.22222222,10.47058824,9.25,51.5,8.823529412,34
361,0.785714286,1,0.5,0.666666667,0.777777778,0.833333333,8.272727273,9,6.555555556,40.66666667,7.928571429,33.73333333
362,1,1,0.833333333,0.555555556,0.666666667,0.5,15.17647059,12.94117647,14.06666667,32.6,8.416666667,13.33333333
364,0.941176471,0.944444444,0.333333333,0.5,0.833333333,0.777777778,12.125,8.294117647,13,40.66666667,8.466666667,33.07142857
366,1,0.928571429,0.777777778,0.5,0.888888889,0.5,11,13.46153846,10.92857143,39.77777778,12.625,31.55555556
369,1,0.9375,0.555555556,0.388888889,0.833333333,0.277777778,11.125,10.2,7.3,53.57142857,11.86666667,23.2
371,0.842105263,1,0.555555556,0.277777778,0.833333333,0.722222222,8.5,10.15789474,9.4,52,5.6,41.53846154
379,0.933333333,1,0.555555556,0.5,0.722222222,0.777777778,9.214285714,9.833333333,7.1,53.77777778,8.538461538,39.28571429
380,1,1,0.5,0.333333333,0.833333333,0.722222222,10.86666667,10,6.888888889,39,9.4,19
383,1,1,0.444444444,0.333333333,0.888888889,0.5,8.6875,12.875,9.125,48.5,9.466666667,40.44444444
384,1,0.941176471,0.5,0.444444444,0.833333333,0.722222222,9.375,9.5625,15,46.125,10.6,34.84615385
385,1,1,0.666666667,0.444444444,1,0.444444444,15.23529412,10.8,14.75,41.875,10.5,13.5
386,1,0.95,0.5,0.5,0.944444444,0.666666667,9.777777778,13.94736842,6.222222222,57.44444444,6.529411765,50
388,0.944444444,1,0.611111111,0.444444444,0.777777778,0.722222222,11.70588235,10.375,10.81818182,40.5,8.357142857,11.15384615
390,0.916666667,1,0.736842105,0.666666667,0.944444444,0.555555556,10.18181818,13.0625,8,45,9.941176471,21.7
393,1,0.941176471,0.611111111,0.5,0.833333333,0.444444444,14.29411765,11.5625,17.09090909,46.11111111,9.333333333,16
394,1,1,0.705882353,0.444444444,0.833333333,0.5,11.8125,10.9375,10.5,40.25,10.06666667,21.44444444
395,0.944444444,1,0.833333333,0.5,0.722222222,0.277777778,15.70588235,10,16.46666667,43.44444444,15.61538462,22.4
396,0.941176471,1,0.666666667,0.5,0.944444444,0.722222222,9.4375,8.615384615,12.25,34,11.47058824,14
397,1,1,0.833333333,0.666666667,0.777777778,0.333333333,11.29411765,11.94117647,10.46666667,38.75,13.78571429,9.5
399,0.928571429,1,0.222222222,0.333333333,0.555555556,0.555555556,9,8.352941176,2.25,29,6.9,16.5
403,0.933333333,1,0.222222222,0.555555556,0.833333333,0.5,11.92857143,10.13333333,6.5,41.6,6.866666667,21.55555556
409,1,1,0.611111111,0.611111111,0.833333333,0.611111111,12.15789474,9.235294118,12.81818182,38.81818182,8.6,30.63636364
411,0.941176471,1,0.666666667,0.611111111,0.944444444,0.833333333,9.8125,7.294117647,6.5,26.63636364,8.882352941,27.2
414,0.923076923,0.933333333,0.666666667,0.333333333,0.777777778,0.388888889,11.66666667,8.5,13.83333333,35.83333333,10.92857143,12.57142857
415,1,1,0.277777778,0.611111111,0.833333333,0.5,7.266666667,11.46153846,5.4,51.18181818,6.466666667,24.55555556
416,1,0.9375,0.611111111,0.555555556,0.833333333,0.777777778,14.52631579,17.6,15.45454546,46.11111111,11.06666667,28.71428571
417,1,1,0.722222222,0.666666667,1,0.388888889,15.88235294,11.66666667,36.61538462,51.75,14.33333333,35.14285714
418,0.875,0.9375,0.722222222,0.666666667,0.888888889,0.944444444,9.642857143,14.06666667,13.84615385,50.75,11.25,27.94117647
420,1,0.933333333,0.722222222,0.333333333,0.833333333,0.888888889,14.66666667,10.5,15.53846154,30,11.33333333,21.4375
423,0.882352941,1,0.777777778,0.5,0.777777778,0.444444444,14.4,9.823529412,11.14285714,25.55555556,8.357142857,30.25
426,1,0.777777778,0.888888889,0.611111111,0.888888889,0.5,13.35714286,8.142857143,8.875,43.63636364,25.5625,14
427,0.9375,1,0.444444444,0.5,0.777777778,0.444444444,18.73333333,12.41176471,16.75,45.88888889,10.14285714,16
428,0.894736842,1,0.444444444,0.611111111,1,0.833333333,10.35294118,10.46666667,12.125,42.81818182,9.833333333,20.13333333
429,1,0.8,0.722222222,0.444444444,1,0.444444444,20.21052632,9.75,14.76923077,76.25,15.77777778,22
431,1,0.928571429,0.722222222,0.666666667,0.833333333,0.388888889,13.26315789,11.61538462,22.46153846,48,11.06666667,43.42857143
432,1,0.882352941,0.833333333,0.555555556,0.888888889,0.666666667,11.71428571,8.333333333,10,30.3,11.3125,54.08333333
434,0.888888889,1,0.722222222,0.611111111,0.888888889,0.277777778,17.125,11.29411765,23.15384615,43.8,17.8125,15
435,,,0.777777778,0.5,0.944444444,0.5,,,15.5,50.11111111,13.47058824,24.66666667
436,1,0.866666667,0.888888889,0.444444444,0.777777778,0.277777778,16.31578947,7.153846154,15.9375,17.5,15.71428571,9.4
438,1,1,0.666666667,0.444444444,0.777777778,0.611111111,13,10,11.33333333,38.75,9.785714286,20.36363636
439,0.9375,1,0.722222222,0.555555556,1,0.722222222,11,15,8.153846154,55.4,10.38888889,35.92307692
440,1,0.944444444,0.588235294,0.555555556,0.833333333,0.555555556,9.705882353,13.94117647,7.9,48.3,7.2,17.2
442,1,1,0.866666667,0.611111111,0.888888889,0.666666667,13.27777778,12.71428571,10.61538462,27.72727273,6,22.83333333
444,1,1,0.388888889,0.5,0.888888889,0.777777778,9.611111111,12.22222222,8.428571429,42.44444444,8.4375,17.5
445,1,1,0.777777778,0.5,0.944444444,0.722222222,14.15,10.57142857,14,29.33333333,15.23529412,31.92307692
447,0.85,1,0.777777778,0.5,0.833333333,0.5,11.76470588,13.77777778,15.64285714,67.44444444,9.4,33.77777778
448,0.944444444,0.941176471,0.722222222,0.5,,,21.41176471,10,23.53846154,43.88888889,,
449,0.9375,1,0.6875,0.555555556,0.888888889,0.277777778,9.266666667,7.315789474,5.545454546,33.3,7.875,10.4
450,0.888888889,0.944444444,0.722222222,0.444444444,0.833333333,0.388888889,10.625,12,10.92307692,31.375,9.6,23.14285714
452,0.947368421,1,0.5,0.666666667,0.944444444,0.611111111,14.05555556,10,14.11111111,45.91666667,12.47058824,34.81818182
454,1,1,0.777777778,0.444444444,0.722222222,0.555555556,13.11764706,10.21052632,15.71428571,58.5,9,22.4
455,1,1,0.611111111,0.555555556,0.833333333,0.277777778,12,13.4375,11.18181818,47,11.8,16.2
456,1,0.933333333,0.666666667,0.388888889,0.833333333,0.611111111,12.53333333,16.07142857,14.5,48.71428571,9.666666667,29
457,0.944444444,0.941176471,0.722222222,0.777777778,0.888888889,0.555555556,11.17647059,11,12.38461539,63.85714286,10.0625,19.1
458,0.928571429,0.941176471,0.823529412,0.388888889,0.944444444,0.222222222,17,11.25,8,39.71428571,14.47058824,13
459,1,0.941176471,0.611111111,0.666666667,0.944444444,0.666666667,9.058823529,11.375,9.909090909,72.33333333,11.58823529,39.91666667
460,1,1,0.777777778,0.444444444,0.944444444,0.388888889,11.2,11.88888889,14.85714286,35.625,10.58823529,13.42857143
461,1,0.8125,0.944444444,0.555555556,0.833333333,0.222222222,14.75,13.69230769,33,43.9,17.86666667,13.75
462,1,1,0.722222222,0.5,0.888888889,0.388888889,15.66666667,10.11764706,14.76923077,33.33333333,8.6875,13.85714286
463,1,0.875,0.588235294,0.555555556,1,0.666666667,10.83333333,9.071428571,8.2,37.5,11.05555556,23.08333333
466,1,0.941176471,0.444444444,0.722222222,0.555555556,0.611111111,8.5,11.375,5.875,33.30769231,7.1,11.63636364
469,1,0.947368421,0.470588235,0.444444444,0.944444444,0.555555556,10.14285714,10.72222222,8.5,65.5,9.470588235,10.4
470,,,0.888888889,0.666666667,0.888888889,0.722222222,,,30.375,39.83333333,20.3125,25.92307692
472,1,0.941176471,0.777777778,0.111111111,1,0.333333333,19,11.75,11.57142857,32.5,13.83333333,12.83333333
473,0.933333333,0.944444444,0.5,0.444444444,0.666666667,0.722222222,11.14285714,9.588235294,6.111111111,61.875,11.91666667,30.61538462
475,0.9375,1,0.705882353,0.444444444,0.722222222,0.611111111,12.53333333,7.6875,14.75,44.75,9.230769231,20.45454545
476,0.933333333,1,0.777777778,0.555555556,0.888888889,0.555555556,15.28571429,11.38461538,13.92857143,54,13.25,22.2
477,0.941176471,0.947368421,,,,,13.6875,14.33333333,,,,
481,1,0.941176471,0.666666667,0.166666667,0.944444444,0.555555556,16,18.875,6.666666667,51.66666667,12.35294118,32.4
484,1,1,0.666666667,0.388888889,0.888888889,0.333333333,11.76470588,10.76923077,6.416666667,29.57142857,8.25,28.66666667
485,1,1,0.611111111,0.5,0.833333333,0.5,9.9375,9.588235294,6.363636364,43.44444444,8.866666667,10
486,1,1,0.555555556,0.388888889,0.833333333,0.5,9.529411765,12.06666667,6.1,44.42857143,7.533333333,26.66666667
489,1,1,1,0.5,0.833333333,0.444444444,19.8,10.75,16.2,41.44444444,14.53333333,20.5
490,1,0.888888889,0.833333333,0.611111111,0.777777778,0.333333333,15.17647059,10.875,15.2,46.81818182,12.85714286,11
494,0.933333333,0.888888889,0.5,0.555555556,0.722222222,0.555555556,10.42857143,10.5,10,41.2,9.384615385,16.8
495,1,0.933333333,0.722222222,0.555555556,0.944444444,0.444444444,16,13.57142857,10.38461539,51.1,12.58823529,28
496,1,1,0.555555556,0.444444444,0.777777778,0.333333333,11.73333333,9.529411765,6.444444444,40.75,7.071428571,21.66666667
499,1,0.944444444,0.944444444,0.333333333,0.777777778,0.388888889,17.73684211,12.17647059,14.11764706,35.83333333,15.78571429,11.71428571
503,1,1,0.722222222,0.5,0.833333333,0.722222222,13.16666667,10.88888889,15.92307692,45.33333333,12.53333333,33.23076923
504,1,1,0.75,0.444444444,0.777777778,0.388888889,14.21052632,9.1875,6.25,30.125,11.28571429,8.285714286
506,0.9375,0.882352941,0.722222222,0.722222222,0.944444444,0.722222222,14.46666667,9.8,13.30769231,38.61538462,13.41176471,28
507,0.941176471,1,0.777777778,0.5,1,0.444444444,12.875,9.375,27.57142857,30.55555556,14.33333333,20.125
508,0.888888889,1,0.944444444,0.5,0.777777778,0.666666667,11,10.0625,14.64705882,42.88888889,13.42857143,18.91666667
509,0.8125,1,0.777777778,0.5,1,0.5,11.53846154,9.842105263,11,36.33333333,12.94444444,17
510,1,0.846153846,0.705882353,0.388888889,0.888888889,0.444444444,12.52941176,7.636363636,8.833333333,30,12,21.375
513,0.888888889,1,0.5,0.5,0.611111111,0.388888889,11.25,12.33333333,9.222222222,44.55555556,11.72727273,23.14285714
515,0.941176471,1,0.722222222,0.722222222,0.888888889,0.5,14.9375,8.4375,9.923076923,57.76923077,13.5,26.88888889
516,0.941176471,0.941176471,0.666666667,0.611111111,0.888888889,0.388888889,13.4375,13.8125,8.166666667,125,12.125,18
519,0.941176471,0.941176471,0.722222222,0.555555556,0.722222222,0.722222222,12.3125,9.6875,13.46153846,46.5,8.076923077,32.69230769
520,0.882352941,1,0.5,0.666666667,0.444444444,0.444444444,11.26666667,11.52631579,8.888888889,49.16666667,5.375,18.5
521,1,1,0.888888889,0.777777778,0.888888889,0.388888889,12.82352941,10.5,14.625,46.85714286,12.3125,10
522,0.733333333,1,0.277777778,0.333333333,0.777777778,0.277777778,10.18181818,11.35294118,10.6,76.5,8.571428571,29.4
524,1,1,0.823529412,0.833333333,0.888888889,0.333333333,11.88235294,12.875,24.57142857,39.8,10.8125,28
527,1,1,0.944444444,0.5,0.944444444,0.333333333,12.27777778,9.263157895,15.11764706,33,12.76470588,20.33333333
528,1,1,0.833333333,0.555555556,0.944444444,0.5,12.47368421,13.33333333,11.73333333,43,9,85.22222222
530,1,0.944444444,0.666666667,0.277777778,0.722222222,0.777777778,11.0625,10.35294118,14.83333333,33.6,10.38461538,29.92857143
535,1,0.882352941,0.777777778,0.444444444,0.888888889,0.388888889,17.61111111,9.8,7.857142857,52.625,8.8125,25.28571429
536,1,1,0.777777778,0.611111111,0.833333333,0.555555556,18.375,8.666666667,11.35714286,52.81818182,9.533333333,22.3
540,0.857142857,1,0.777777778,0.611111111,0.833333333,0.222222222,10.41666667,12.72222222,24.85714286,34.54545455,19.4,17.5
541,1,1,0.611111111,0.555555556,0.777777778,0.388888889,13.75,11.4375,9.454545455,44.8,11.14285714,7.428571429
545,1,1,0.666666667,0.444444444,0.833333333,0.5,14.52941176,13.625,13,61.625,9.8,22.44444444
547,1,1,0.722222222,0.444444444,0.944444444,0.444444444,11.66666667,9.45,8.846153846,33.75,10.29411765,27.125
548,0.882352941,1,0.611111111,0.777777778,0.666666667,0.333333333,10.2,12.6,10.45454546,36,9.25,14.33333333
549,1,1,0.4375,0.555555556,0.944444444,0.666666667,15.375,10.05,10.71428571,25.1,9.411764706,15.66666667
550,1,0.894736842,0.555555556,0.277777778,0.722222222,0.555555556,10.26315789,12,16,39.2,8.769230769,30.9
552,1,1,0.611111111,0.444444444,0.888888889,0.666666667,10.42105263,11.28571429,6,40.875,11.3125,46.58333333
553,0.947368421,0.882352941,0.588235294,0.611111111,0.888888889,0.555555556,11.66666667,10.66666667,9.1,33.18181818,7.3125,17.3
558,0.944444444,1,0.235294118,0.722222222,0.666666667,0.722222222,9.764705882,14.23529412,5,43.75,9.833333333,22.07692308
559,0.933333333,1,1,0.444444444,0.777777778,0.388888889,13.28571429,12.41176471,26.94444444,55.375,12.28571429,17.71428571
560,0.947368421,1,0.777777778,0.444444444,0.722222222,0.833333333,10.44444444,12.6875,12.21428571,66.25,8.769230769,32.86666667
561,1,1,0.555555556,0.5,0.722222222,0.5,9.764705882,12.76470588,8,34.55555556,6,32.88888889
562,0.933333333,1,0.444444444,0.555555556,0.722222222,0.666666667,10.57142857,14.58823529,7.625,43.2,9.384615385,24.08333333
563,1,1,0.777777778,0.555555556,0.777777778,0.5,17.375,9.823529412,13.35714286,39.5,14.5,15.88888889
564,0.941176471,0.888888889,0.888888889,0.611111111,0.944444444,0.388888889,12.3125,12.4375,14.375,48.54545455,11.52941176,16.71428571
565,0.944444444,0.8125,0.666666667,0.555555556,0.888888889,0.444444444,12.23529412,9.307692308,8.833333333,43.5,10,29.875
567,0.944444444,1,0.777777778,0.444444444,0.888888889,0.777777778,11,9.684210526,7,43.375,8.4375,23.35714286
571,1,1,0.555555556,0.333333333,0.944444444,0.388888889,13.15789474,11,9.9,42.5,11.70588235,41.85714286
572,0.933333333,1,0.777777778,0.611111111,0.888888889,0.277777778,18.42857143,15.45,13.21428571,49.09090909,17.25,41.2
574,0.9375,0.944444444,0.333333333,0.5,0.833333333,0.611111111,9.733333333,11.70588235,9.333333333,56.44444444,11.13333333,21
575,1,0.941176471,0.555555556,0.555555556,0.888888889,0.666666667,11.27777778,12.375,11,34.8,8.4375,17.75
576,1,0.875,0.882352941,0.388888889,0.944444444,0.388888889,16.41176471,9.214285714,14.46666667,32.14285714,12.58823529,25.71428571
578,0.941176471,1,0.555555556,0.5,0.722222222,0.833333333,8.9375,9.588235294,5.4,23.11111111,6.846153846,16.6
579,0.9375,0.9375,0.722222222,0.333333333,0.833333333,0.5,10.8,10.06666667,9.076923077,22.5,8.333333333,43.22222222
581,1,1,0.555555556,0.555555556,0.833333333,0.444444444,14.82352941,13.29411765,11.6,50.7,11.93333333,23.625
582,1,0.933333333,0.555555556,0.333333333,0.833333333,0.166666667,15.9375,9.5,11.8,33,10.6,28.33333333
583,1,1,0.611111111,0.444444444,0.777777778,0.5,7.5,11.7,6.636363636,39.625,6.642857143,20.88888889
586,1,1,0.611111111,0.666666667,0.888888889,0.666666667,9.470588235,7.666666667,10.63636364,37.41666667,10.25,49
587,1,1,0.611111111,0.611111111,0.888888889,0.333333333,16.23529412,10.64705882,13,42.81818182,6.875,20.5
590,0.95,1,0.705882353,0.611111111,0.888888889,0.333333333,15.73684211,12.82352941,12.41666667,41.81818182,13.25,18.33333333
593,1,0.944444444,0.611111111,0.388888889,0.666666667,0.611111111,11,10,6.272727273,34.14285714,11.83333333,20.63636364
594,0.944444444,1,0.666666667,0.5,1,0.611111111,12.94117647,10.625,10.41666667,60.77777778,12.05882353,38.09090909
595,0.933333333,0.944444444,0.666666667,0.333333333,0.722222222,0.5,10.92857143,10.29411765,7.083333333,88,6.076923077,18.77777778
596,1,1,0.555555556,0.333333333,0.833333333,0.5,13.05555556,9.785714286,7.5,43,10.13333333,37
601,1,1,0.8,0.333333333,0.666666667,0.5,10.83333333,10.0625,8,30,8.333333333,11.44444444
602,0.846153846,0.941176471,0.555555556,0.388888889,0.722222222,0.833333333,9.181818182,12.3125,8.1,58.14285714,6.153846154,15.93333333
605,0.8,1,0.388888889,0.666666667,0.888888889,0.833333333,7.916666667,10.28571429,6,35.08333333,5.5625,32.53333333
606,1,0.9375,0.611111111,0.555555556,0.888888889,0.666666667,10.94117647,9.2,9.181818182,60.7,8.8125,22.66666667
607,1,1,0.375,0.5,0.888888889,0.333333333,14.70588235,11.35294118,8.166666667,50.22222222,10.75,12.83333333
609,1,0.9,0.666666667,0.555555556,0.777777778,0.388888889,14.33333333,10.77777778,15.58333333,28.8,14.28571429,12.28571429
610,0.9375,0.941176471,0.6875,0.555555556,0.888888889,0.388888889,14.2,11.25,7.1,36.5,11.375,56.42857143
612,0.894736842,0.866666667,0.611111111,0.666666667,1,0.333333333,11.70588235,10.76923077,10.18181818,38.25,8.333333333,10.5
614,0.8125,1,0.5,0.666666667,0.722222222,0.444444444,9.461538462,8.8,5.777777778,35.5,6.307692308,23.5
619,1,0.947368421,0.611111111,0.388888889,0.944444444,0.333333333,16.05263158,12.61111111,12.81818182,67.42857143,21.11764706,18.66666667
620,1,1,0.5,0.5,0.833333333,0.666666667,11.8,13.57894737,11.375,33.44444444,9.4,23.58333333
623,0.9375,1,0.705882353,0.5,0.944444444,0.666666667,9.2,7,7.5,27.66666667,10.05882353,17.66666667
625,1,0.947368421,0.833333333,0.611111111,0.888888889,0.333333333,16.31578947,11,10.86666667,44.27272727,19.125,12.33333333
629,1,1,0.722222222,0.666666667,0.944444444,0.666666667,12,9.235294118,8.230769231,32.41666667,11.64705882,19.5
631,0.947368421,0.933333333,0.888888889,0.666666667,0.888888889,0.5,13.88888889,12.5,11.9375,29.91666667,18.0625,31.88888889
633,0.842105263,0.894736842,0.5,0.555555556,0.777777778,0.666666667,7.0625,10.94117647,5.777777778,39.8,6,13.83333333
635,1,0.947368421,0.666666667,0.333333333,0.888888889,0.722222222,10,9.888888889,12.25,36.66666667,10.5625,23.69230769
640,0.882352941,1,0.611111111,0.388888889,0.611111111,0.722222222,9.066666667,8.736842105,5.818181818,35.28571429,6.727272727,36.46153846
642,1,1,0.555555556,0.444444444,0.777777778,0.277777778,13.58823529,14.72222222,16.3,62.875,10.92857143,22.2
644,0.941176471,0.933333333,0.611111111,0.555555556,0.722222222,0.444444444,15.3125,11.85714286,15.81818182,43.7,15.53846154,11.875
647,1,0.947368421,0.777777778,0.611111111,0.777777778,0.555555556,13.375,15.16666667,18.85714286,61,10.21428571,57.2
649,1,0.933333333,0.555555556,0.277777778,0.611111111,0.611111111,13.72222222,15.35714286,16.1,84.4,12.36363636,18.72727273
651,0.882352941,0.9375,0.611111111,0.5,0.944444444,0.444444444,14.53333333,14.8,17.81818182,33.55555556,16.17647059,21.625
656,1,1,0.611111111,0.444444444,0.833333333,0.5,14.72222222,10.72222222,6.363636364,41.25,8.933333333,30.44444444
657,1,0.882352941,0.944444444,0.611111111,0.888888889,0.722222222,14.77777778,11.93333333,12.23529412,35.27272727,9.75,23.61538462
658,1,0.9375,0.722222222,0.388888889,0.944444444,0.388888889,12.9375,10.4,7.538461539,54.57142857,14.94117647,25.14285714
659,1,1,0.466666667,0.444444444,1,0.444444444,13.35294118,14.35294118,10.57142857,33.75,14.66666667,19.25
660,0.9375,0.941176471,0.555555556,0.444444444,0.833333333,0.166666667,12.93333333,10.125,4.7,38.14285714,9.8,14
663,0.882352941,0.944444444,0.555555556,0.5,0.944444444,0.722222222,11.06666667,10.94117647,12.2,38.22222222,8.235294118,23.69230769
666,0.928571429,1,0.555555556,0.833333333,0.888888889,0.277777778,14.07692308,9.823529412,17.8,44.26666667,9.875,10
672,1,1,0.666666667,0.722222222,0.666666667,0.611111111,8.1875,9.933333333,6.916666667,41.07692308,8.75,42.90909091
676,0.866666667,0.866666667,0.611111111,0.333333333,0.944444444,0.777777778,10.23076923,8.846153846,10.45454546,42.83333333,10.11764706,37.78571429
680,1,1,0.666666667,0.555555556,1,0.277777778,16,9.473684211,21,49.5,13.16666667,18
681,0.9375,0.944444444,0.294117647,0.555555556,0.722222222,0.833333333,8.866666667,16.64705882,6.2,32,6.307692308,34.33333333
683,1,1,0.588235294,0.444444444,0.777777778,0.666666667,12.125,11.47368421,8.4,47.875,7.642857143,26
687,0.944444444,1,0.555555556,0.5,0.611111111,0.777777778,9.176470588,9,5.5,28.88888889,6,35.42857143
691,0.944444444,1,0.611111111,0.555555556,0.833333333,0.666666667,12.11764706,10.8,7.090909091,45.6,8.6,55.91666667
697,0.941176471,0.9375,0.529411765,0.388888889,0.944444444,0.722222222,12.125,8.8,11.66666667,40.28571429,10.23529412,24.53846154
700,0.9375,0.894736842,0.944444444,0.666666667,1,0.444444444,15.26666667,11.88235294,19.88235294,48.33333333,14.94444444,14.875
18,0.944444444,1,0.416666667,0.444444444,0.888888889,0.666666667,12.05882353,13.16666667,8.8,53.375,6.75,19.83333333
44,0.882352941,1,0.75,0.555555556,0.833333333,0.388888889,9.466666667,12.1875,9.333333333,26.5,8.2,9.142857143
65,0.866666667,0.823529412,0.722222222,0.666666667,0.944444444,0.333333333,20.84615385,15.5,11.92307692,71.25,11,5.333333333
138,1,1,0.777777778,0.666666667,0.944444444,0.666666667,16.17647059,8.166666667,18.46153846,48.83333333,15.70588235,9.833333333
139,1,0.95,0.9375,0.333333333,0.833333333,0.388888889,12.5625,12.57894737,12.66666667,42.33333333,7.666666667,24.71428571
147,1,1,,,,,14.33333333,13.27777778,,,,
155,1,1,0.833333333,0.722222222,0.833333333,0.555555556,16.6875,10.88888889,17,47.84615385,7.733333333,31
213,1,1,,,,,14.8125,12.75,,,,
231,1,0.947368421,,,,,12.35714286,8.888888889,,,,
352,0.928571429,1,0.722222222,0.5,1,0.666666667,14.92307692,9.230769231,7.846153846,42.11111111,13.61111111,42
353,0.882352941,0.928571429,0.4375,0.5,0.722222222,0.666666667,8.2,9.384615385,7.142857143,35.88888889,7.076923077,23.5
391,1,1,0.722222222,0.388888889,0.944444444,0.388888889,11.73333333,11.23529412,17.30769231,46.14285714,13.52941176,42
488,0.823529412,1,0.555555556,0.555555556,,,8.5,10.94117647,5.2,37.1,,
